panoid,lat,lon,year,month,img_path,angle,type,img_name,conf,bbox,LLM
Un8gVmq22TfnlZMJIeWp2A,-1.466506500912795,36.93939464837585,2022,3,U/N/,0,GSVI,Un8gVmq22TfnlZMJIeWp2A_0,[0.43799370527267456],"[[117.91908264160156, 141.92544555664062, 399.7419738769531, 224.13450622558594]]",1.0
UprNCMZ9dU_-hWrIHax1WA,-1.313481803069953,36.79047470219655,2021,7,U/P/,0,GSVI,UprNCMZ9dU_-hWrIHax1WA_0,[0.43175509572029114],"[[157.3297882080078, 255.7373809814453, 322.92974853515625, 300.0]]",1.0
UprNCMZ9dU_-hWrIHax1WA,-1.313481803069953,36.79047470219655,2021,7,U/P/,180,GSVI,UprNCMZ9dU_-hWrIHax1WA_180,[0.8046908974647522],"[[0.0, 199.46917724609375, 289.2518310546875, 284.7923583984375]]",1.0
UrRoUBKATo0lZ4iSFwxUng,-1.312264322720398,36.85705586782396,2021,8,U/r/,0,GSVI,UrRoUBKATo0lZ4iSFwxUng_0,[0.8574737310409546],"[[0.7838630676269531, 160.2685089111328, 216.381103515625, 254.071533203125]]",1.0
UrRoUBKATo0lZ4iSFwxUng,-1.312264322720398,36.85705586782396,2021,8,U/r/,270,GSVI,UrRoUBKATo0lZ4iSFwxUng_270,[0.7313591837882996],"[[50.91472625732422, 167.6024932861328, 397.79742431640625, 249.76161193847656]]",1.0
UrqPNii8PV2LGdkKjALt_A,-1.309197050431039,36.84455947279585,2021,8,U/r/,180,GSVI,UrqPNii8PV2LGdkKjALt_A_180,[0.6249344944953918],"[[121.38037872314453, 178.9928436279297, 295.33660888671875, 242.2912139892578]]",1.0
Uu2CsNraPWpRmhtNmZr8MQ,-1.276486620541105,36.75047776259055,2018,2,U/U/,270,GSVI,Uu2CsNraPWpRmhtNmZr8MQ_270,[0.5467752814292908],"[[13.928346633911133, 181.95361328125, 325.3106994628906, 300.0]]",1.0
UxtwykQUTfX8QIg7yPJOBw,-1.2867090844546,36.84458689983925,2021,10,U/x/,90,GSVI,UxtwykQUTfX8QIg7yPJOBw_90,[0.4476986825466156],"[[235.6487579345703, 221.38931274414062, 400.0, 276.4552307128906]]",1.0
UyKubD6R-nM4nBaQ4Z4swA,-1.474756761729276,36.93899664811125,2022,3,U/y/,0,GSVI,UyKubD6R-nM4nBaQ4Z4swA_0,[0.7316647171974182],"[[236.36634826660156, 183.1927032470703, 330.02386474609375, 256.1313171386719]]",1.0
V-N0r23xEKdLIEBW45d_bA,-1.26365062300289,36.84609939515118,2018,2,v/-/,270,GSVI,V-N0r23xEKdLIEBW45d_bA_270,[0.4295616149902344],"[[1.4476776123046875, 171.4827117919922, 129.40760803222656, 291.7116394042969]]",1.0
V0Bm87IBEsMjY0fg37eIAw,-1.212410064708829,36.90082146879782,2021,9,v/0/,0,GSVI,V0Bm87IBEsMjY0fg37eIAw_0,[0.4055000841617584],"[[137.45184326171875, 232.5736083984375, 329.1092529296875, 300.0]]",1.0
VAwI78v08aJiPD5bd92Ong,-1.27532114408531,36.74019435045813,2018,2,v/a/,180,GSVI,VAwI78v08aJiPD5bd92Ong_180,"[0.5338141322135925, 0.27990564703941345]","[[171.07879638671875, 181.3180694580078, 396.4288330078125, 290.61712646484375], [173.0644989013672, 178.63536071777344, 293.504638671875, 281.6430969238281]]",1.0
VCSK64Yh6PFlvw5z-wRRqA,-1.314499706000378,36.91160365493695,2018,4,v/C/,180,GSVI,VCSK64Yh6PFlvw5z-wRRqA_180,[0.752480685710907],"[[165.9801788330078, 208.74484252929688, 345.66912841796875, 286.6551513671875]]",1.0
VCSK64Yh6PFlvw5z-wRRqA,-1.314499706000378,36.91160365493695,2018,4,v/C/,270,GSVI,VCSK64Yh6PFlvw5z-wRRqA_270,[0.5783812403678894],"[[265.77801513671875, 203.88267517089844, 400.0, 299.4303894042969]]",1.0
VDKQIT4vni9Gljeh7758fA,-1.323359824223567,36.89458197241112,2018,4,v/d/,270,GSVI,VDKQIT4vni9Gljeh7758fA_270,[0.4935179054737091],"[[259.79022216796875, 191.06346130371094, 341.1272888183594, 235.3815460205078]]",1.0
VHHGe1fVIhbGSUqLtdZKzg,-1.207352648033383,36.92390532302845,2021,9,v/H/,0,GSVI,VHHGe1fVIhbGSUqLtdZKzg_0,[0.7280886769294739],"[[1.144561767578125, 172.66864013671875, 323.03326416015625, 298.8998107910156]]",1.0
VJEd87dxFCsH9nnMw6EzHQ,-1.249593790858856,36.68364070475133,2021,8,v/j/,0,GSVI,VJEd87dxFCsH9nnMw6EzHQ_0,[0.6373395919799805],"[[82.5667953491211, 182.66281127929688, 307.20672607421875, 278.0972595214844]]",1.0
VMy4O0snPRJHyAE5yZZ2Fg,-1.229901574647589,36.92485651704528,2018,2,v/m/,270,GSVI,VMy4O0snPRJHyAE5yZZ2Fg_270,[0.26544901728630066],"[[5.218830108642578, 181.0577392578125, 98.59109497070312, 229.4659423828125]]",1.0
VOrmfYWl1DxpzcUAujGm3w,-1.471347988500572,36.96001364488075,2022,5,v/O/,270,GSVI,VOrmfYWl1DxpzcUAujGm3w_270,[0.562333881855011],"[[2.4715662002563477, 141.76791381835938, 63.22853469848633, 173.14010620117188]]",1.0
VTlTGxl1a1x8ngul-_el_g,-1.17703121642294,36.91192501300321,2018,2,v/t/,180,GSVI,VTlTGxl1a1x8ngul-_el_g_180,"[0.5344173312187195, 0.3496367931365967]","[[88.27718353271484, 215.380126953125, 202.14297485351562, 252.00640869140625], [0.4884529113769531, 210.30718994140625, 205.57313537597656, 299.71844482421875]]",1.0
VpOA6sT5jAqsStXHe2xbFw,-1.317932292033266,36.89315056679403,2018,4,v/P/,270,GSVI,VpOA6sT5jAqsStXHe2xbFw_270,"[0.4491529166698456, 0.413669228553772]","[[135.0878143310547, 169.03231811523438, 327.16278076171875, 260.6844787597656], [0.35518646240234375, 170.05435180664062, 337.14544677734375, 261.5455322265625]]",1.0
VtwF_EJ4hn1jHkL6f7wtAQ,-1.201718488917262,36.90398951004737,2018,2,v/t/,180,GSVI,VtwF_EJ4hn1jHkL6f7wtAQ_180,"[0.6107063889503479, 0.3595109283924103]","[[168.53175354003906, 203.72348022460938, 399.089111328125, 294.41363525390625], [165.93470764160156, 201.8077850341797, 338.4138488769531, 298.60028076171875]]",1.0
Vuio7xgEq3wDC8lAp1-bCw,-1.20095976299791,36.92463479708736,2018,2,v/U/,0,GSVI,Vuio7xgEq3wDC8lAp1-bCw_0,[0.6149661540985107],"[[1.0972881317138672, 233.5054931640625, 97.66368103027344, 281.7994079589844]]",1.0
VusOg-Qr2k4cZgPJtInivg,-1.31670503694599,36.89025673302211,2021,8,v/U/,0,GSVI,VusOg-Qr2k4cZgPJtInivg_0,"[0.7632437944412231, 0.6361377835273743]","[[131.18540954589844, 161.64569091796875, 400.0, 299.13958740234375], [126.22542572021484, 166.6913604736328, 303.5552062988281, 294.2630310058594]]",1.0
VvT75GBLJDQBvR2mSoaSTw,-1.268807297491317,36.84715604591315,2018,1,v/v/,90,GSVI,VvT75GBLJDQBvR2mSoaSTw_90,[0.449053555727005],"[[8.21493148803711, 183.39488220214844, 240.17413330078125, 282.75555419921875]]",1.0
VwajOhKB_OotNSUKuz2U3g,-1.317941750427735,36.90274815633031,2018,4,v/w/,90,GSVI,VwajOhKB_OotNSUKuz2U3g_90,[0.5022896528244019],"[[20.07282257080078, 178.77940368652344, 396.7496032714844, 296.45855712890625]]",1.0
VyopnSAHYNDPHhCujlOMbg,-1.198717371591243,36.90707364447782,2018,2,v/y/,90,GSVI,VyopnSAHYNDPHhCujlOMbg_90,[0.6204620599746704],"[[235.1938934326172, 232.8643798828125, 400.0, 300.0]]",1.0
VyopnSAHYNDPHhCujlOMbg,-1.198717371591243,36.90707364447782,2018,2,v/y/,180,GSVI,VyopnSAHYNDPHhCujlOMbg_180,"[0.797215461730957, 0.3528856337070465]","[[0.91644287109375, 158.96224975585938, 272.3729553222656, 299.2040710449219], [0.0, 177.15281677246094, 189.33486938476562, 298.6025695800781]]",1.0
W-2_WyRWZZqDIA5TlmsTjA,-1.278985804595412,36.8256182522986,2021,8,w/-/,0,GSVI,W-2_WyRWZZqDIA5TlmsTjA_0,[0.3291800320148468],"[[1.8367576599121094, 204.95867919921875, 72.50245666503906, 244.96829223632812]]",1.0
W1dVxCokSFmsDa2OZ5CR6g,-1.267594096501683,36.84366390031514,2018,2,w/1/,90,GSVI,W1dVxCokSFmsDa2OZ5CR6g_90,[0.41015732288360596],"[[305.1542663574219, 204.2859649658203, 399.62310791015625, 299.17999267578125]]",1.0
W1dVxCokSFmsDa2OZ5CR6g,-1.267594096501683,36.84366390031514,2018,2,w/1/,180,GSVI,W1dVxCokSFmsDa2OZ5CR6g_180,[0.8605750203132629],"[[1.216278076171875, 197.87673950195312, 223.8397216796875, 299.9122619628906]]",1.0
W6JxxBa7NAG7O7qiQBXnag,-1.174580007021754,36.93225983944637,2018,2,w/6/,0,GSVI,W6JxxBa7NAG7O7qiQBXnag_0,[0.7677304148674011],"[[221.58241271972656, 205.12294006347656, 345.35345458984375, 299.0528564453125]]",1.0
WBNfeqrsjb2wM1K8GI5FLA,-1.214797873540586,36.81986245344597,2018,2,w/B/,0,GSVI,WBNfeqrsjb2wM1K8GI5FLA_0,"[0.6417529582977295, 0.5103334784507751, 0.32560452818870544]","[[29.82074737548828, 182.77496337890625, 398.5943908691406, 300.0], [0.4175567626953125, 195.22377014160156, 172.33377075195312, 241.9090576171875], [204.16053771972656, 212.65574645996094, 397.7969970703125, 299.5809020996094]]",1.0
WBmECA-GmY4P6OllzkhDKg,-1.30726415843332,36.73345464989247,2018,1,w/B/,270,GSVI,WBmECA-GmY4P6OllzkhDKg_270,"[0.7140190601348877, 0.26873812079429626]","[[173.97796630859375, 187.61903381347656, 398.8594665527344, 299.864501953125], [313.3825378417969, 193.28875732421875, 399.80499267578125, 300.0]]",1.0
WKBRYwuY2Bjl_5PuCLgtrQ,-1.309298369266652,36.89156994024362,2018,4,w/K/,270,GSVI,WKBRYwuY2Bjl_5PuCLgtrQ_270,"[0.5177537798881531, 0.3148514926433563]","[[180.05752563476562, 187.34642028808594, 341.98211669921875, 249.11219787597656], [180.13404846191406, 208.8828582763672, 280.54541015625, 246.82162475585938]]",1.0
WM_z7APLuW4RqUC2mn1DfA,-1.312119543259804,36.85185166851107,2021,7,w/m/,0,GSVI,WM_z7APLuW4RqUC2mn1DfA_0,"[0.661729633808136, 0.5634828209877014, 0.3124662935733795]","[[98.00216674804688, 144.7959747314453, 291.2090759277344, 190.56692504882812], [21.556358337402344, 146.79908752441406, 400.0, 198.43360900878906], [174.25743103027344, 144.1583709716797, 397.003173828125, 200.8866424560547]]",1.0
WMwlsyRqAG3MO_TXXlADnA,-1.266462043543738,36.89207422461715,2018,2,w/m/,270,GSVI,WMwlsyRqAG3MO_TXXlADnA_270,[0.598147451877594],"[[307.6155700683594, 175.50933837890625, 399.50286865234375, 220.23292541503906]]",1.0
WQ7ky2j9u29me8ZW27iNug,-1.15734576060126,36.93368843157447,2022,1,w/Q/,0,GSVI,WQ7ky2j9u29me8ZW27iNug_0,[0.5226827263832092],"[[132.92437744140625, 195.25413513183594, 192.2269744873047, 238.93893432617188]]",1.0
WYFCbqI3ckpXe1NLh6KjQw,-1.259888986972798,36.89594335334692,2018,2,w/y/,270,GSVI,WYFCbqI3ckpXe1NLh6KjQw_270,[0.6848284006118774],"[[170.9708251953125, 168.13182067871094, 281.8215026855469, 205.91705322265625]]",1.0
WaM9XfoISIRg6iq_isYIXA,-1.291074744612767,36.88824633650778,2018,1,w/a/,0,GSVI,WaM9XfoISIRg6iq_isYIXA_0,"[0.5187559723854065, 0.3486343026161194]","[[43.945770263671875, 224.24624633789062, 400.0, 298.4414367675781], [190.74298095703125, 229.42691040039062, 397.7650146484375, 300.0]]",1.0
WaM9XfoISIRg6iq_isYIXA,-1.291074744612767,36.88824633650778,2018,1,w/a/,90,GSVI,WaM9XfoISIRg6iq_isYIXA_90,[0.6459015607833862],"[[0.34057140350341797, 211.82456970214844, 59.62272262573242, 300.0]]",1.0
WcVQJHy4AE-U-xkZ8zYzQA,-1.264705312027528,36.84533998990818,2018,2,w/C/,90,GSVI,WcVQJHy4AE-U-xkZ8zYzQA_90,"[0.3843792974948883, 0.35394999384880066]","[[58.95294952392578, 180.8060760498047, 263.43145751953125, 223.50238037109375], [165.21568298339844, 180.1558074951172, 273.0157470703125, 223.6434326171875]]",1.0
Wd02xu6fT3cwgOQQSst5bw,-1.255760131941353,36.88282397436044,2018,2,w/d/,0,GSVI,Wd02xu6fT3cwgOQQSst5bw_0,"[0.7951289415359497, 0.7054720520973206]","[[239.46414184570312, 184.51768493652344, 376.30706787109375, 231.72288513183594], [138.5329132080078, 222.76507568359375, 219.62344360351562, 272.9111022949219]]",1.0
WgIAei8DvwEtkGe3OZ0-sQ,-1.268089897387747,36.75710377724837,2017,12,w/g/,90,GSVI,WgIAei8DvwEtkGe3OZ0-sQ_90,[0.8212911486625671],"[[154.79266357421875, 163.11671447753906, 400.0, 299.45159912109375]]",1.0
WgIAei8DvwEtkGe3OZ0-sQ,-1.268089897387747,36.75710377724837,2017,12,w/g/,180,GSVI,WgIAei8DvwEtkGe3OZ0-sQ_180,[0.6824414730072021],"[[2.958831787109375, 154.2545166015625, 395.8526611328125, 300.0]]",1.0
WgIAei8DvwEtkGe3OZ0-sQ,-1.268089897387747,36.75710377724837,2017,12,w/g/,270,GSVI,WgIAei8DvwEtkGe3OZ0-sQ_270,[0.5248751640319824],"[[0.4214954376220703, 144.53074645996094, 125.34141540527344, 269.63958740234375]]",1.0
WiCKFCrNE17UI55ouyaBig,-1.209578069758675,36.92608141954365,2021,9,w/i/,0,GSVI,WiCKFCrNE17UI55ouyaBig_0,[0.6689692735671997],"[[115.82904815673828, 180.52386474609375, 283.80377197265625, 299.341552734375]]",1.0
WigCp3YvAwLvPhRz7jIqLg,-1.321570310168569,36.77787752595396,2017,12,w/i/,270,GSVI,WigCp3YvAwLvPhRz7jIqLg_270,[0.6451825499534607],"[[259.60479736328125, 211.5751190185547, 400.0, 299.5146484375]]",1.0
WkHXcAEN40MpEPc-6ByXaA,-1.255298246811075,36.89620889764516,2018,2,w/K/,90,GSVI,WkHXcAEN40MpEPc-6ByXaA_90,[0.8348550200462341],"[[290.9462585449219, 196.5452117919922, 399.617919921875, 295.7370300292969]]",1.0
WmMyX95CX4leln0VxWauLQ,-1.365135092561024,36.6564072231618,2018,4,w/m/,90,GSVI,WmMyX95CX4leln0VxWauLQ_90,[0.6121973991394043],"[[238.88648986816406, 210.9777069091797, 399.7691955566406, 271.42547607421875]]",1.0
WnTBjNsaawxcHxdkSlZLCg,-1.305251435675028,36.89824878085983,2021,8,w/N/,0,GSVI,WnTBjNsaawxcHxdkSlZLCg_0,[0.4181915521621704],"[[0.19503116607666016, 206.07345581054688, 69.37614440917969, 299.3988037109375]]",1.0
WnjJJmM7_Q0kItckIs9Hgg,-1.301775257426175,36.90653836704052,2021,7,w/N/,90,GSVI,WnjJJmM7_Q0kItckIs9Hgg_90,[0.5734894275665283],"[[259.901123046875, 188.8805694580078, 348.9312438964844, 218.33892822265625]]",1.0
Wpl6hHs7J14SehEHUtDFZg,-1.254487472555357,36.80667290798896,2018,2,w/P/,180,GSVI,Wpl6hHs7J14SehEHUtDFZg_180,"[0.4874451756477356, 0.3076220154762268]","[[11.622085571289062, 193.95281982421875, 399.65582275390625, 296.7663269042969], [1.1504173278808594, 206.45530700683594, 192.34910583496094, 257.0689697265625]]",1.0
WvJeLLJBngj9N2A4yEMqsg,-1.204036722046906,36.77357675293251,2021,10,w/v/,90,GSVI,WvJeLLJBngj9N2A4yEMqsg_90,[0.3077937364578247],"[[56.96083068847656, 110.20146942138672, 400.0, 205.0767822265625]]",1.0
X0Gy-cpdp8PHxF2hrDu36w,-1.298880942997281,36.75346850833959,2018,1,x/0/,270,GSVI,X0Gy-cpdp8PHxF2hrDu36w_270,[0.6353867053985596],"[[189.4330596923828, 185.51361083984375, 358.0055847167969, 252.68943786621094]]",1.0
X0Oiik5J2XaJo15sLHcwwg,-1.279139583794078,36.71378698541383,2018,3,x/0/,180,GSVI,X0Oiik5J2XaJo15sLHcwwg_180,[0.6857070922851562],"[[0.756988525390625, 226.4225311279297, 131.0869598388672, 280.10504150390625]]",1.0
X3nVx-YNwz9fLJp2Ws4dQg,-1.290188122759359,36.90761474331392,2021,7,x/3/,270,GSVI,X3nVx-YNwz9fLJp2Ws4dQg_270,[0.5674781203269958],"[[282.66876220703125, 203.08871459960938, 399.8228454589844, 253.3135528564453]]",1.0
X6Y0hQl07zm-ax5nPkExbA,-1.313511628317806,36.80700680175222,2021,8,x/6/,180,GSVI,X6Y0hQl07zm-ax5nPkExbA_180,[0.5360621809959412],"[[243.85035705566406, 169.96484375, 399.0428466796875, 207.54530334472656]]",1.0
X8L8yXHQ0GckEmc64LltmQ,-1.209596412177363,36.89963971583359,2021,9,x/8/,90,GSVI,X8L8yXHQ0GckEmc64LltmQ_90,"[0.7438147664070129, 0.6034005284309387]","[[151.43978881835938, 165.27850341796875, 398.1772155761719, 299.91522216796875], [152.1997833251953, 171.3886260986328, 278.2236328125, 291.7552490234375]]",1.0
X8L8yXHQ0GckEmc64LltmQ,-1.209596412177363,36.89963971583359,2021,9,x/8/,180,GSVI,X8L8yXHQ0GckEmc64LltmQ_180,"[0.7111079692840576, 0.25605541467666626]","[[1.0834121704101562, 165.1896209716797, 210.4039764404297, 300.0], [66.38548278808594, 164.9602508544922, 206.48721313476562, 228.94851684570312]]",1.0
XAY42HsPK-2iIsW0tGmnhQ,-1.203903990828047,36.89912621108158,2021,9,x/a/,0,GSVI,XAY42HsPK-2iIsW0tGmnhQ_0,"[0.5022046566009521, 0.29288583993911743]","[[310.3752746582031, 166.2932891845703, 398.931640625, 210.4203338623047], [309.7214660644531, 166.73988342285156, 399.8396911621094, 241.10580444335938]]",1.0
XBzATcAjVzYAIiV_iPqOCg,-1.292854292936802,36.83998591161192,2021,9,x/B/,90,GSVI,XBzATcAjVzYAIiV_iPqOCg_90,[0.7483092546463013],"[[186.20516967773438, 208.06663513183594, 398.9642028808594, 291.8863525390625]]",1.0
XE6MCQjG_xoPnNgx8zJfMg,-1.284163045917791,36.95448343733099,2021,8,x/e/,90,GSVI,XE6MCQjG_xoPnNgx8zJfMg_90,[0.6546450853347778],"[[126.19176483154297, 193.6388397216797, 192.24609375, 237.81326293945312]]",1.0
XG0kS0X_s37KTCy-a2VkZQ,-1.210552628681942,36.86980289408333,2018,2,x/g/,180,GSVI,XG0kS0X_s37KTCy-a2VkZQ_180,[0.7514711618423462],"[[151.5050048828125, 235.35040283203125, 339.99713134765625, 299.6309814453125]]",1.0
XGsp14ZwwZOA4D3H6Wxmvw,-1.276270219596622,36.90808404794348,2021,8,x/g/,0,GSVI,XGsp14ZwwZOA4D3H6Wxmvw_0,[0.29190146923065186],"[[86.96795654296875, 230.3386688232422, 400.0, 298.2289123535156]]",1.0
XHBwGcOc_VIAr-mO8DWWhg,-1.295696534695036,36.98284918543894,2021,8,x/H/,0,GSVI,XHBwGcOc_VIAr-mO8DWWhg_0,[0.6705541014671326],"[[14.279708862304688, 176.00807189941406, 398.0961608886719, 300.0]]",1.0
XLltgFFiabTzj6jojjSFqw,-1.206928555016533,36.89724956601288,2021,9,x/L/,180,GSVI,XLltgFFiabTzj6jojjSFqw_180,[0.5623754858970642],"[[0.0, 205.06747436523438, 205.75340270996094, 295.14666748046875]]",1.0
XSt4qASQJ46bmKEwh2Dvdw,-1.309513587155615,36.82492779698387,2018,2,x/s/,0,GSVI,XSt4qASQJ46bmKEwh2Dvdw_0,"[0.550739586353302, 0.3779647946357727]","[[47.09136962890625, 197.6012725830078, 400.0, 299.5118408203125], [293.4412841796875, 209.88482666015625, 400.0, 300.0]]",1.0
XVT5_4WGaqqgCu6YB6dqsw,-1.311029547897206,36.78749843474802,2018,3,x/v/,90,GSVI,XVT5_4WGaqqgCu6YB6dqsw_90,[0.2777842581272125],"[[122.12913513183594, 245.09669494628906, 230.12850952148438, 283.9263610839844]]",1.0
XYkJc9MXyIrW8KicjDK_Rw,-1.249640069705073,36.88046701095602,2018,2,x/y/,90,GSVI,XYkJc9MXyIrW8KicjDK_Rw_90,"[0.615307092666626, 0.2834343910217285]","[[48.37699890136719, 173.38323974609375, 399.9397888183594, 298.9156188964844], [59.56564712524414, 175.657958984375, 276.76849365234375, 268.57855224609375]]",1.0
XYsNa_YkoXdwn_fZA_z0Cg,-1.308855518709526,36.77189196540613,2021,7,x/y/,270,GSVI,XYsNa_YkoXdwn_fZA_z0Cg_270,"[0.6243584156036377, 0.4197774827480316]","[[7.519264221191406, 166.54708862304688, 396.9400329589844, 244.99237060546875], [196.90887451171875, 170.97557067871094, 398.7646789550781, 224.08447265625]]",1.0
XYutB670RMMgN_cN4lQP2w,-1.322827398598742,36.82489075238692,2018,1,x/y/,270,GSVI,XYutB670RMMgN_cN4lQP2w_270,[0.7867863774299622],"[[164.25425720214844, 176.677734375, 398.4938659667969, 299.5589904785156]]",1.0
XasuJ3GX-Aygh1RmvEzcCA,-1.248580016385186,36.68295304105617,2017,12,x/a/,270,GSVI,XasuJ3GX-Aygh1RmvEzcCA_270,[0.46441492438316345],"[[3.077678680419922, 260.6016540527344, 93.49732971191406, 299.6689453125]]",1.0
Xckk7qRPargggoZTF4chag,-1.261452448686282,36.98334792386886,2021,8,x/C/,90,GSVI,Xckk7qRPargggoZTF4chag_90,[0.3681180477142334],"[[337.4836730957031, 215.8872528076172, 400.0, 254.08724975585938]]",1.0
XpTUP-ugGtKo870GkuZ1nQ,-1.318868624741855,36.84057825527115,2021,10,x/P/,0,GSVI,XpTUP-ugGtKo870GkuZ1nQ_0,"[0.7107737064361572, 0.6654599905014038]","[[1.1326980590820312, 212.90545654296875, 112.29438781738281, 243.03164672851562], [143.4158935546875, 212.0012664794922, 228.16412353515625, 245.22499084472656]]",1.0
XqMQuS989i1gd5xDqaX9XA,-1.232122386967461,36.92214579483188,2018,2,x/Q/,0,GSVI,XqMQuS989i1gd5xDqaX9XA_0,[0.3345564007759094],"[[2.2452926635742188, 207.60101318359375, 226.60560607910156, 299.4835510253906]]",1.0
Xr3zwoEw2B8T9AL7jXW4bw,-1.322507638555648,36.88943459196782,2018,4,x/r/,0,GSVI,Xr3zwoEw2B8T9AL7jXW4bw_0,[0.34576404094696045],"[[267.7664489746094, 159.10751342773438, 372.4883728027344, 211.65133666992188]]",1.0
XrqsE1syprLDmY3LfBQ4kw,-1.20740518204613,36.9032708255016,2021,9,x/r/,180,GSVI,XrqsE1syprLDmY3LfBQ4kw_180,[0.3102714419364929],"[[0.0, 186.04525756835938, 156.58187866210938, 296.00860595703125]]",1.0
XutIgEYic2hOdJE121DVCg,-1.316187208967536,36.90144844165979,2018,4,x/U/,90,GSVI,XutIgEYic2hOdJE121DVCg_90,[0.3279965817928314],"[[105.43557739257812, 234.98484802246094, 198.55996704101562, 277.7259521484375]]",1.0
XwIBZxXlBCD-6kBru-bJHg,-1.325377301036826,36.89201128158174,2018,4,x/w/,180,GSVI,XwIBZxXlBCD-6kBru-bJHg_180,[0.3892905116081238],"[[1.0886764526367188, 221.00364685058594, 106.1402587890625, 290.66925048828125]]",1.0
Xx8zpDffSEv2wJxlDy7fSA,-1.225093838909441,36.83731533768427,2018,1,x/x/,0,GSVI,Xx8zpDffSEv2wJxlDy7fSA_0,"[0.719412624835968, 0.2765998840332031]","[[240.10940551757812, 215.1140899658203, 398.8061828613281, 299.7457580566406], [211.9786834716797, 191.7998046875, 399.498046875, 300.0]]",1.0
Y-UJ5smNlQd9CCHKXIgjpg,-1.270904767226132,36.85218617893909,2018,1,y/-/,90,GSVI,Y-UJ5smNlQd9CCHKXIgjpg_90,[0.7674066424369812],"[[271.7793884277344, 177.51239013671875, 396.3675537109375, 300.0]]",1.0
Y46u2ssM2UtVCP5SLvLWEA,-1.305860693025738,36.90134497222388,2021,8,y/4/,90,GSVI,Y46u2ssM2UtVCP5SLvLWEA_90,[0.8318338990211487],"[[218.80386352539062, 216.0094451904297, 399.6492004394531, 299.5530700683594]]",1.0
Y7LAIFXQaVvYhjMDRnQQPA,-1.292169078657577,36.90479671921062,2018,4,y/7/,90,GSVI,Y7LAIFXQaVvYhjMDRnQQPA_90,[0.4617586135864258],"[[1.8497276306152344, 221.36224365234375, 103.11019134521484, 290.8251647949219]]",1.0
Y7Sr47sHYCwnzGT7knsiSA,-1.27645285123403,36.76052610789452,2018,2,y/7/,180,GSVI,Y7Sr47sHYCwnzGT7knsiSA_180,"[0.35427576303482056, 0.29733744263648987]","[[59.194984436035156, 225.23814392089844, 176.0813751220703, 300.0], [103.18870544433594, 225.90179443359375, 175.3759765625, 299.0477600097656]]",1.0
Y8tcVyk3E6XGmZJ7nTCC_Q,-1.298358327506004,36.75738100276312,2018,1,y/8/,270,GSVI,Y8tcVyk3E6XGmZJ7nTCC_Q_270,[0.6649585962295532],"[[174.01553344726562, 188.893798828125, 393.9037170410156, 300.0]]",1.0
Y9YigHMIdTG1iHZaDYhKdw,-1.312424406732906,36.85287958121017,2021,7,y/9/,0,GSVI,Y9YigHMIdTG1iHZaDYhKdw_0,[0.6132991909980774],"[[165.5779266357422, 233.04225158691406, 358.7266540527344, 277.19073486328125]]",1.0
YAJbOf2wBC5Dd5wpoZOqFQ,-1.310209095020311,36.80199478598362,2018,3,y/a/,90,GSVI,YAJbOf2wBC5Dd5wpoZOqFQ_90,[0.46924281120300293],"[[55.9176139831543, 191.49261474609375, 125.33394622802734, 234.49798583984375]]",1.0
YAVYbSDMWOUNq4YFJMBZHw,-1.290837093395434,36.82276414778722,2021,8,y/a/,180,GSVI,YAVYbSDMWOUNq4YFJMBZHw_180,[0.26179003715515137],"[[123.6177978515625, 157.02525329589844, 242.3433074951172, 189.03579711914062]]",1.0
YBF07qkKR_N9xdZeVC4DzA,-1.471140611812251,36.9573825254794,2021,9,y/B/,90,GSVI,YBF07qkKR_N9xdZeVC4DzA_90,[0.48232078552246094],"[[217.55130004882812, 237.3568572998047, 301.3934020996094, 278.9479675292969]]",1.0
YCAcWJNtMMqgKwTSpPcVmQ,-1.316232557701071,36.85502641834344,2021,9,y/C/,0,GSVI,YCAcWJNtMMqgKwTSpPcVmQ_0,"[0.7462698817253113, 0.5006144046783447, 0.36464786529541016]","[[3.4287643432617188, 168.7921905517578, 250.54080200195312, 295.7783508300781], [283.3880615234375, 148.1888427734375, 399.8946228027344, 220.14190673828125], [267.2084655761719, 231.61582946777344, 392.9564514160156, 274.4092102050781]]",1.0
YCAcWJNtMMqgKwTSpPcVmQ,-1.316232557701071,36.85502641834344,2021,9,y/C/,90,GSVI,YCAcWJNtMMqgKwTSpPcVmQ_90,[0.6973938941955566],"[[0.9866809844970703, 148.41094970703125, 142.3184356689453, 200.19412231445312]]",1.0
YC_KscF5ZAqsZeNVXlxhyg,-1.314875725040712,36.87395359529142,2021,8,y/C/,0,GSVI,YC_KscF5ZAqsZeNVXlxhyg_0,[0.555453896522522],"[[33.96568298339844, 213.31651306152344, 400.0, 298.8086853027344]]",1.0
YJAm6FmABgagljYk5g2ECQ,-1.279242002489979,36.82659141698495,2021,8,y/j/,0,GSVI,YJAm6FmABgagljYk5g2ECQ_0,[0.4750121533870697],"[[92.89200592041016, 215.48057556152344, 228.62831115722656, 254.83401489257812]]",1.0
